Κωδικός Τμήματος,Σχολή,link,Πόλη,Πεδία,Εισακτέοι,Βάση 2025,"Συντελεστής Ε.Β.Ε,",Ε.Β.Ε.,Συντελεστής Ε.Β.Ε. Ειδικών μαθημάτων,Ε.Β.Ε. Ειδικών μαθημάτων
158,"Παιδαγωγικό Προσχολικής Εκπ/σης, Κρήτης",http://www.uoc.gr/,Ρέθυμνο,"I,II,III,IV",152,11600,1.00,10.50,,
160,"Επιστημών της Εκπαίδευσης στην Προσχολική Ηλικία, ΔΠΘ",http://www.duth.gr/,Αλεξ/πολη,"I,II,III,IV",192,10750,0.80,08.40,,
162,"Επιστημών της Προσχολικής Αγωγής & του Εκπαιδευτικού Σχεδιασμού, Αιγαίου",http://www.aegean.gr/,Ρόδος,"I,II,III,IV",259,10150,0.80,08.40,,
163,"Κινηματογράφου, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"I,II,III,IV",72,13125,1.20,12.60,,
164,"Παιδαγωγικό Δημοτικής Εκπ/σης, Θεσσαλίας",http://www.uth.gr/,Βόλος,"I,II,III,IV",139,15125,0.80,08.40,,
166,"Παιδαγωγικό Προσχολικής Εκπ/σης, Θεσσαλίας",http://www.uth.gr/,Βόλος,"I,II,III,IV",122,12425,0.80,08.40,,
168,"Θεάτρου, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"I,II,III,IV",62,11425,0.80,08.40,,
173,"Ιστορίας & Φιλοσοφίας της Επιστήμης, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"I,II,III,IV",114,10810,1.00,10.50,,
178,"Παιδαγωγικό Ειδικής Αγωγής, Θεσσαλίας",http://www.uth.gr/,Βόλος,"I,II,III,IV",115,13050,1.00,10.50,,
200,"Επιστήμης & Μηχανικής Υλικών, Κρήτης",http://www.uoc.gr/,Ηράκλειο,"II,III",48,10780,0.80,09.60,,
201,"Πολιτικών Μηχανικών, ΕΜΠ",http://www.ntua.gr/,Αθήνα,II,110,17265,1.20,14.73,,
203,"Πολιτικών Μηχανικών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,123,15850,1.20,14.73,,
205,"Πολιτικών Μηχανικών, Πατρών",http://www.upatras.gr/,Πάτρα,II,144,14545,1.20,14.73,,
207,"Πολιτικών Μηχανικών, ΔΠΘ",http://www.duth.gr/,Ξάνθη,II,155,13164,0.90,11.05,,
208,"Πολιτικών Μηχανικών, Θεσσαλίας",http://www.uth.gr/,Βόλος,II,95,14105,1.00,12.27,,
209,"Μηχανολόγων Μηχανικών, ΕΜΠ",http://www.ntua.gr/,Αθήνα,II,110,18128,1.20,14.73,,
210,"Μηχανολόγων Μηχανικών, Δυτ. Μακεδονίας",http://www.uowm.gr/,Κοζάνη,II,187,14714,1.20,14.73,,
211,"Μηχανολόγων Μηχανικών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,91,17525,1.20,14.73,,
212,"Δασολογίας & Διαχείρισης Περιβάλλοντος & Φυσικών Πόρων, ΔΠΘ",http://www.duth.gr/,Ορεστιάδα,"II,III,IV",146,8640,0.80,08.40,,
213,"Μηχανολόγων & Αεροναυπηγών Μηχανικών, Πατρών",http://www.upatras.gr/,Πάτρα,II,137,17130,1.20,14.73,,
214,"Χημικών Μηχανικών & Μηχανικών Περιβάλλοντος, Πολυτ. Κρήτης",http://www.tuc.gr/,Χανιά,II,114,14750,1.20,14.73,,
215,"Μηχανικών Η/Υ & Πληροφορικής, Πατρών",http://www.upatras.gr/,Πάτρα,II,182,14500,1.20,14.73,,
216,"Επιστήμης Υπολογιστών, Κρήτης",http://www.uoc.gr/,Ηράκλειο,"II,IV",147,15646,1.20,12.60,,
217,"Ηλεκτρολόγων Μηχανικών & Μηχανικών Υπολογιστών, ΕΜΠ",http://www.ntua.gr/,Αθήνα,II,220,18390,1.20,14.73,,
218,"Στατιστικής & Αναλογιστικών-Χρηματοοικονομικών Μαθηματικών, Αιγαίου",http://www.aegean.gr/,Σάμος,"II,IV",162,8550,0.80,08.40,,
219,"Ηλεκτρολόγων Μηχανικών & Μηχανικών Υπολογιστών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,167,17960,1.20,14.73,,
220,"Ηλεκτρολόγων Μηχανικών & Μηχανικών Υπολογιστών, Θεσσαλίας",http://www.uth.gr/,Βόλος,II,169,16000,1.00,12.27,,
221,"Ηλεκτρολόγων Μηχανικών & Τεχνολογίας Υπολογιστών, Πατρών",http://www.upatras.gr/,Πάτρα,II,265,16575,1.20,14.73,,
222,"Μηχανικών Οικονομίας & Διοίκησης, Αιγαίου",http://www.aegean.gr/,Χίος,"II,IV",129,9050,0.80,08.40,,
223,"Ηλεκτρολόγων Μηχανικών & Μηχανικών Υπολογιστών, ΔΠΘ",http://www.duth.gr/,Ξάνθη,II,229,14310,1.20,14.73,,
224,"Μηχανικών Παραγωγής & Διοίκησης, ΔΠΘ",http://www.duth.gr/,Ξάνθη,"II,IV",118,11590,1.10,11.55,,
225,"Αγρονόμων & Τοπογράφων Μηχανικών - Μηχ. Γεωπληροφορικής, ΕΜΠ",http://www.ntua.gr/,Αθήνα,II,67,14715,1.20,14.73,,
227,"Αγρονόμων & Τοπογράφων Μηχανικών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,76,12655,1.05,12.89,,
228,"Μηχανικών Χωροταξίας, Πολεοδομίας & Περιφερειακής Ανάπτυξης, Θεσσαλίας",http://www.uth.gr/,Βόλος,II,52,10553,0.80,09.82,,
229,"Ναυπηγών Μηχανολόγων Μηχανικών, ΕΜΠ",http://www.ntua.gr/,Αθήνα,II,83,17840,1.20,14.73,,
230,"Μηχανικών Παραγωγής & Διοίκησης, Πολυτ. Κρήτης",http://www.tuc.gr/,Χανιά,"II,IV",127,12290,1.20,12.60,,
231,"Αρχιτεκτόνων Μηχανικών, ΕΜΠ",http://www.ntua.gr/,Αθήνα,II,83,20380,1.00,13.18,,
232,"Αρχιτεκτόνων Μηχανικών, Πατρών",http://www.upatras.gr/,Πάτρα,II,94,18690,1.20,15.81,,
233,"Αρχιτεκτόνων Μηχανικών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,92,18135,1.00,13.18,,
234,"Αρχιτεκτόνων Μηχανικών, ΔΠΘ",http://www.duth.gr/,Ξάνθη,II,100,15575,0.80,10.54,,
235,"Χημικών Μηχανικών, ΕΜΠ",http://www.ntua.gr/,Αθήνα,II,112,17775,1.20,14.73,,
236,"Αρχιτεκτόνων Μηχανικών, Θεσσαλίας",http://www.uth.gr/,Βόλος,II,105,17105,1.00,13.18,,
237,"Χημικών Μηχανικών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,93,17000,1.20,14.73,,
238,"Μηχανικών Σχεδίασης Προϊόντων & Συστημάτων, Αιγαίου",http://www.aegean.gr/,Σύρος,"II,IV",113,10330,1.00,10.50,,
239,"Χημικών Μηχανικών, Πατρών",http://www.upatras.gr/,Πάτρα,II,139,16275,1.20,14.73,,
240,"Διοικητικής Επιστήμης & Τεχνολογίας, Ο.Π.Α.",http://www.aueb.gr/,Αθήνα,"II,IV",131,18400,1.20,12.60,,
241,"Μεταλλειολόγων - Μεταλλουργών  Μηχανικών, ΕΜΠ",http://www.ntua.gr/,Αθήνα,II,88,13800,0.80,09.82,,
242,"Μηχανικών Ορυκτών Πόρων, Πολυτ. Κρήτης",http://www.tuc.gr/,Χανιά,II,68,9440,0.80,09.82,,
243,"Μαθηματικών, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,II,175,14500,1.20,14.73,,
245,"Μαθηματικών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,112,14200,1.15,14.12,,
246,"Εφαρμοσμένων Μαθηματικών & Φυσικών Επιστημών, ΕΜΠ",http://www.ntua.gr/,Αθήνα,II,139,15860,1.20,14.73,,
247,"Μαθηματικών, Πατρών",http://www.upatras.gr/,Πάτρα,II,224,10053,0.80,09.82,,
248,"Εφαρμοσμένων Μαθηματικών (Εισ. Κατ.), Κρήτης",http://www.uoc.gr/,Ηράκλειο,II,46,9675,0.80,09.82,,
249,"Μαθηματικών, Ιωαννίνων",http://www.uoi.gr/,Ιωάννινα,II,225,9385,0.80,09.82,,
251,"Μαθηματικών (Εισ. Κατ.), Κρήτης",http://www.uoc.gr/,Ηράκλειο,II,46,9515,0.80,09.82,,
252,"Μαθηματικών, Αιγαίου",http://www.aegean.gr/,Σάμος,II,135,11275,0.80,09.82,,
253,"Φυσικής, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,II,157,14513,1.20,14.73,,
255,"Φυσικής, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,136,14518,1.20,14.73,,
257,"Φυσικής, Πατρών",http://www.upatras.gr/,Πάτρα,II,180,10920,0.90,11.05,,
259,"Φυσικής, Ιωαννίνων",http://www.uoi.gr/,Ιωάννινα,II,199,9365,0.80,09.82,,
261,"Φυσικής, Κρήτης",http://www.uoc.gr/,Ηράκλειο,II,110,13073,1.05,12.89,,
262,"Ψηφιακών Συστημάτων, Πειραιώς",http://career.unipi.gr/,Πειραιάς,"II,IV",156,15940,1.20,12.60,,
263,"Χημείας, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"II,III",94,17275,1.20,14.39,,
265,"Χημείας, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"II,III",167,16590,0.80,09.60,,
267,"Χημείας, Πατρών",http://www.upatras.gr/,Πάτρα,"II,III",172,16240,1.20,14.39,,
269,"Χημείας, Ιωαννίνων",http://www.uoi.gr/,Ιωάννινα,"II,III",201,15570,1.00,11.99,,
270,"Χημείας, Κρήτης",http://www.uoc.gr/,Ηράκλειο,"II,III",130,15278,1.20,14.39,,
272,"Μηχανικών Επιστήμης Υλικών, Ιωαννίνων",http://www.uoi.gr/,Ιωάννινα,II,94,11950,0.85,10.43,,
273,"Γεωπονίας, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"II,III",176,14380,1.20,14.39,,
274,"Γεωπονίας, Φυτικής Παραγωγής & Αγροτικού Περιβ/ντος, Θεσσαλίας",http://www.uth.gr/,Βόλος,"II,III",120,11010,0.95,11.39,,
275,"Δασολογίας & Φυσικού Περιβάλλοντος, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"II,III",48,11340,0.80,09.60,,
276,"Περιβάλλοντος, Αιγαίου",http://www.aegean.gr/,Μυτιλήνη,"II,III,IV",122,8550,0.80,08.40,,
277,"Βιολογίας, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"II,III",89,17428,1.20,14.39,,
279,"Βιολογίας, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"II,III",97,17190,1.20,14.39,,
280,"Βιολογικών Εφαρμογών & Τεχνολογιών, Ιωαννίνων",http://www.uoi.gr/,Ιωάννινα,"II,III",112,16260,1.20,14.39,,
281,"Βιολογίας, Πατρών",http://www.upatras.gr/,Πάτρα,"II,III",135,16746,1.00,11.99,,
282,"Βιολογίας, Κρήτης",http://www.uoc.gr/,Ηράκλειο,"II,III",120,16430,1.00,11.99,,
283,"Γεωλογίας & Γεωπεριβάλλοντος, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,II,75,11100,0.80,09.82,,
284,"Βιοχημείας & Βιοτεχνολογίας, Θεσσαλίας",http://www.uth.gr/,Λάρισα,"II,III",103,16030,1.20,14.39,,
285,"Γεωλογίας, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,85,9825,0.80,09.82,,
287,"Γεωλογίας, Πατρών",http://www.upatras.gr/,Πάτρα,II,68,9280,0.80,09.82,,
288,"Επιστήμης των Υλικών, Πατρών",http://www.upatras.gr/,Πάτρα,"II,III",56,11093,0.80,09.60,,
290,"Μοριακής Βιολογίας & Γενετικής, ΔΠΘ",http://www.duth.gr/,Αλεξ/πολη,"II,III",117,16595,1.20,14.39,,
310,"Γεωγραφίας, Αιγαίου",http://www.aegean.gr/,Μυτιλήνη,"II,IV",120,7740,0.80,08.40,,
318,"Στατιστικής & Ασφαλιστικής Επιστήμης, Πειραιώς",http://career.unipi.gr/,Πειραιάς,"II,IV",139,13070,1.20,12.60,,
323,"Επιστήμης Φυτικής Παραγωγής, Γεωπονικού",http://www.aua.gr/,Αθήνα,"II,III",165,14720,1.20,14.39,,
324,"Επιστήμης Ζωικής Παραγωγής, Γεωπονικού",http://www.aua.gr/,Αθήνα,"II,III",62,11950,1.00,11.99,,
325,"Βιοτεχνολογίας, Γεωπονικού",http://www.aua.gr/,Αθήνα,"II,III",108,15870,1.20,14.39,,
327,"Αξιοποίησης Φυσικών Πόρων & Γεωργικής Μηχανικής, Γεωπονικού",http://www.aua.gr/,Αθήνα,"II,III",70,11315,1.00,11.99,,
328,"Επιστήμης Τροφίμων & Διατροφής του Ανθρώπου, Γεωπονικού",http://www.aua.gr/,Αθήνα,"II,III",100,14520,1.20,14.39,,
329,"Στατιστικής, Ο.Π.Α.",http://www.aueb.gr/,Αθήνα,"II,IV",96,14440,1.20,12.60,,
330,"Πληροφορικής & Τηλεπικοινωνιών, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"II,IV",172,16955,1.20,12.60,,
331,"Ηλεκτρολόγων Μηχανικών & Μηχανικών Υπολογιστών, Πολυτ. Κρήτης",http://www.tuc.gr/,Χανιά,II,182,14648,1.20,14.73,,
332,"Μηχανολόγων Μηχανικών, Θεσσαλίας",http://www.uth.gr/,Βόλος,II,105,16580,1.20,14.73,,
333,"Πληροφορικής, Ο.Π.Α.",http://www.aueb.gr/,Αθήνα,"II,IV",179,17590,1.20,12.60,,
334,"Παιδαγωγικό Δημοτικής Εκπ/σης, Δυτ. Μακεδονίας",http://www.uowm.gr/,Φλώρινα,"I,II,III,IV",182,12860,0.80,08.40,,
336,"Βιομηχανικής Διοίκησης & Τεχνολογίας, Πειραιά",http://career.unipi.gr/,Πειραιάς,"II,IV",168,13465,1.20,12.60,,
338,"Πληροφορικής, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"II,IV",116,17720,1.20,12.60,,
339,"Πληροφορικής, Πειραιά",http://career.unipi.gr/,Πειραιάς,"II,IV",155,16935,1.20,12.60,,
340,"Μηχανικών Η/Υ & Πληροφορικής, Ιωαννίνων",http://www.uoi.gr/,Ιωάννινα,II,191,13355,1.10,13.50,,
341,"Παιδαγωγικό Νηπιαγωγών, Δυτ. Μακεδονίας",http://www.uowm.gr/,Φλώρινα,"I,II,III,IV",178,10975,1.00,10.50,,
344,"Μηχανικών Πληροφοριακών & Επικοινωνιακών Συστημάτων, Αιγαίου",http://www.aegean.gr/,Σάμος,"II,IV",212,9660,0.80,08.40,,
353,"Αγροτικής Ανάπτυξης, ΔΠΘ",http://www.duth.gr/,Ορεστιάδα,"II,III,IV",162,9125,0.80,08.40,,
356,"Γεωγραφίας, Χαροκοπείου",http://www.hua.gr/,Αθήνα,"II,IV",59,10725,0.90,09.45,,
360,"Γεωπονίας, Ιχθυολογίας & Υδάτινου Περιβάλλοντος, Θεσσαλίας",http://www.uth.gr/,Βόλος,"II,III",96,9600,0.80,09.60,,
363,"Μηχανικών Χωροταξίας & Ανάπτυξης, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,II,80,11350,0.88,10.80,,
366,"Πληροφορικής, Ιονίου",http://www.ionio.gr/,Κέρκυρα,"II,IV",203,8640,0.80,08.40,,
367,"Τεχνών Ήχου & Εικόνας, Ιονίου",http://www.ionio.gr/,Κέρκυρα,"I,II,III,IV",86,9410,0.80,08.40,,
369,"Πληροφορικής με Εφαρμογές στη Βιοϊατρική, Θεσσαλίας",http://www.uth.gr/,Λαμία,"II,III,IV",167,12515,1.00,10.50,,
370,"Αρχιτεκτόνων Μηχανικών, Πολυτ. Κρήτης",http://www.tuc.gr/,Χανιά,II,107,15470,1.05,13.83,,
372,"Επιστήμης Τροφίμων & Διατροφής, Αιγαίου",http://www.aegean.gr/,Λήμνος,"II,III",120,9600,0.80,09.60,,
387,"Ηλεκτρολόγων & Ηλεκτρονικών Μηχανικών, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,II,150,14520,1.20,14.73,,
388,"Μηχανικών Βιοϊατρικής, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,III",93,13885,0.80,09.60,,
389,"Μηχανικών Βιομηχανικής Σχεδίασης & Παραγωγής, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,IV",255,12032,1.18,12.39,,
390,"Μηχανικών Πληροφορικής & Υπολογιστών, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,IV",224,15336,1.20,12.60,,
391,"Μηχανικών Τοπογραφίας & Γεωπληροφορικής, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,II,90,11950,0.80,09.82,,
392,"Μηχανολόγων Μηχανικών, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,II,117,15477,1.20,14.73,,
393,"Ναυπηγών Μηχανικών, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,II,88,14850,1.00,12.27,,
394,"Πολιτικών Μηχανικών, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,II,133,13600,1.00,12.27,,
401,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"I,II,III,IV",111,17399,0.80,08.55,,
402,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού (Εισ. Κατ.), ΑΠΘ",http://www.auth.gr/,Σέρρες,"I,II,III,IV",113,13729,0.80,08.55,,
403,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού (Εισ. Κατ.), ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"I,II,III,IV",112,17161,0.80,08.55,,
404,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού, ΔΠΘ",http://www.duth.gr/,Κομοτηνή,"I,II,III,IV",332,13219,0.80,08.55,,
405,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού, Θεσσαλίας",http://www.uth.gr/,Τρίκαλα,"I,II,III,IV",151,15134,1.00,10.69,,
406,"Μουσικών Σπουδών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"I,II,III,IV",61,14590,0.80,09.91,,
407,"Μουσικών Σπουδών, Ιονίου",http://www.ionio.gr/,Κέρκυρα,"I,II,III,IV",102,13440,0.80,09.91,,
408,"Μουσικών Σπουδών, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"I,II,III,IV",70,15050,0.90,11.15,,
409,"Μουσικής Επιστήμης & Τέχνης, Μακεδονίας",http://www.uom.gr/,Θεσσαλονίκη,"I,II,III,IV",78,15600,1.20,14.86,,
412,"Πληροφορικής & Τηλεματικής, Χαροκοπείου",https://www.dit.hua.gr/index.php/el/,Αθήνα,"II,IV",88,16320,1.20,12.60,,
476,"Μηχανικών Περιβάλλοντος, ΔΠΘ",http://www.duth.gr/,Ξάνθη,II,113,9790,0.80,09.82,,
477,"Εκπαιδευτικών Μηχανολόγων Μηχανικών, ΑΣΠΑΙΤΕ",http://www.aspete.gr/,Αθήνα,II,34,10255,0.85,10.43,,
497,"Εκπαιδευτικών Ηλεκτρολόγων Μηχανικών (Εισ. Κατ.), ΑΣΠΑΙΤΕ",http://www.aspete.gr/,Αθήνα,II,34,10315,0.85,10.43,,
507,"Εκπαιδευτικών Ηλεκτρονικών Μηχανικών (Εισ. Κατ.), ΑΣΠΑΙΤΕ",http://www.aspete.gr/,Αθήνα,II,34,10815,0.85,10.43,,
673,"Αγωγής & Φροντίδας στην Πρώιμη Παιδική Ηλικία, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"I,II,III,IV",112,13120,0.80,08.40,,
674,"Γραφιστικής & Οπτικής Επικοινωνίας, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,IV",96,13745,0.80,09.09,,
675,"Εσωτερικής Αρχιτεκτονικής, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,IV",93,14405,1.15,13.06,,
676,"Συντήρησης Αρχαιοτήτων & Έργων Τέχνης, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,II,55,10500,0.80,10.21,,
677,"Φωτογραφίας & Οπτικοακουστικών Τεχνών, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"I,II,IV",91,11540,1.00,10.50,,
684,"Επιστήμης & Τεχνολογίας Τροφίμων, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,III",80,13620,1.10,13.19,,
685,"Επιστημών Οίνου, Αμπέλου & Ποτών, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,III",64,11600,0.90,10.79,,
776,"Εκπαιδευτικών Πολιτικών Μηχανικών, ΑΣΠΑΙΤΕ",http://www.aspete.gr/,Αθήνα,II,55,10315,0.85,10.43,,
779,"Αρχιτεκτόνων Μηχανικών, Ιωαννίνων",http://www.uoi.gr/,Ιωάννινα,II,47,16785,0.80,10.54,,
801,Ευελπίδων (ΣΣΕ)- Όπλα,http://www.army.gr/,Αθήνα,II,144,10865,0.90,11.05,,
806,Ευελπίδων (ΣΣΕ)- Σώματα,http://www.army.gr/,Αθήνα,II,24,13055,0.90,11.05,,
811,Ναυτικών Δοκίμων (ΣΝΔ)- Μάχιμοι,http://www.hellenicnavy.gr/,Αθήνα,II,46,11069,0.90,11.05,,
816,Ναυτικών Δοκίμων (ΣΝΔ)- Μηχανικοί,http://www.hellenicnavy.gr/,Αθήνα,II,23,11898,0.90,11.05,,
817,Σχολή Πλοιάρχων Εμπορικού Ναυτικού,http://www.yen.gr/,Διάφορες,"II,IV",421,8400,0.80,08.40,,
818,Σχολή Μηχανικών Εμπορικού Ναυτικού,http://www.yen.gr/,Διάφορες,"II,IV",419,8400,0.80,08.40,,
821,Ικάρων (ΣΙ) - Ιπτάμενοι,http://www.haf.gr/,Αθήνα,II,43,14685,1.20,14.73,,
826,Ικάρων (ΣΙ) - Μηχανικοί (ΣΜΑ),http://www.haf.gr/,Αθήνα,II,24,16335,1.20,14.73,,
827,Ικάρων (ΣΙ) - Ελεγκτές Αεράμυνας,http://www.haf.gr/,Αθήνα,II,11,15305,1.20,14.73,,
862,Μονίμων Υπαξ/κών Στρατού (Σ.Μ.Υ.) - Όπλα,http://www.army.gr/,Τρίκαλα,II,118,9170,0.80,09.82,,
863,Μονίμων Υπαξ/κών Στρατού (Σ.Μ.Υ.) - Σώματα,http://www.army.gr/,Τρίκαλα,"II,IV",39,13080,0.80,08.40,,
864,Μονίμων Υπαξ/κών Ναυτικού (Σ.Μ.Υ.Ν.),http://www.hellenicnavy.gr/,Αθήνα,"II,IV",104,8940,0.90,09.45,,
869,Αξιωματικών Ελληνικής Αστυνομίας,http://www.astynomia.gr/,Αθήνα,"I,II,IV",37,17590,0.80,08.40,,
870,Αστυφυλάκων,http://www.astynomia.gr/,Αθήνα,"I,II,IV",687,11710,0.80,08.40,,
871,Αξιωματικών Πυροσβεστικής Ακαδημίας (Πυροσβέστες),http://www.fireservice.gr/,Αθήνα,"I,II,III,IV",10,9940,0.80,08.40,,
872,Αξιωματικών Ελληνικής Αστυνομίας (Αστυνομικοί),http://www.astynomia.gr/,Αθήνα,"I,II,IV",26,17370,0.80,08.40,,
876,Πυροσβεστών,http://www.fireservice.gr/,Αθήνα,"I,II,III,IV",189,14460,0.80,08.40,,
877,Αξιωματικών Πυροσβεστικής Ακαδημίας,http://www.fireservice.gr/,Αθήνα,"I,II,III,IV",41,17460,0.80,08.40,,
878,ΣΜΥΑ - Κατεύθυνση Τεχνολογικής Υποστήριξης,https://www.haf.gr/,Αθήνα,II,62,11095,0.90,11.05,,
879,ΣΜΥΑ - Κατεύθυνση Επιχειρησιακής Υποστήριξης,https://www.haf.gr/,Αθήνα,II,23,12265,1.00,12.27,,
880,ΣΜΥΑ - Κατεύθυνση Διοικητικής & Εφοδιαστικής Υποστήριξης,https://www.haf.gr/career/academies/syd/,Αθήνα,"II,IV",15,16030,1.00,10.50,,
881,Δοκίμων Σημαιοφόρων Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής (Σ.Δ.Σ.Λ.Σ. -ΕΛ.ΑΚΤ.),https://www.hcg.gr/el/,Αθήνα,"I,II,III,IV",19,16650,0.90,09.45,,
882,Δοκίμων Λιμενοφυλάκων,https://www.hcg.gr/el/,Αθήνα,"I,II,III,IV",74,13970,0.90,09.45,,
883,,,Αθήνα,"I,II,III,IV",,,0.90,09.45,,
884,Ικάρων (ΣΙ) - Μετεωρολόγων,http://www.haf.gr/,Αθήνα,II,4,17025,1.20,14.73,,
888,ΣΜΥΑ - Κατεύθυνση Επιχ. Υποστήριξης - Ραδιοναυτίλοι Γεν. Σειρά,https://www.haf.gr/career/academies/smya/,Διάφορες,II,5,14150,1.00,12.27,,
889,Πληροφορικής (ΣΣΑΣ),http://www.geetha.mil.gr/,Θεσσαλονίκη,"II,IV",10,18240,1.20,12.60,,
1001,"Αγροτικής Ανάπτυξης, Αγροδιατροφής & Διαχείρισης Φυσικών Πόρων, ΕΚΠΑ",https://agro.uoa.gr/,Ψαχνά,"II,III,IV",65,9870,0.80,08.40,,
