Κωδικός Τμήματος,Σχολή,link,Πόλη,Πεδία,Εισακτέοι,Βάση 2025,"Συντελεστής Ε.Β.Ε,",Ε.Β.Ε.,Συντελεστής Ε.Β.Ε. Ειδικών μαθημάτων,Ε.Β.Ε. Ειδικών μαθημάτων
1609,"Βιβλιοθηκονομίας, Αρχειονομίας & Συστημάτων Πληροφόρησης, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Θεσσαλονίκη,"I,IV",96,9300,0.80,08.40,,
1610,"Αγωγής & Φροντίδας στην Πρώιμη Παιδική Ηλικία, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Θεσσαλονίκη,"I,II,III,IV",112,11250,0.80,08.40,,
1622,"Μηχανικών Πληροφορικής, Υπολογιστών & Τηλεπικοινωνιών, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Σέρρες,"II,IV",138,13450,1.00,10.50,,
1624,"Μηχανικών Παραγωγής & Διοίκησης, ΔΙ.ΠΑ.Ε.",https://www.iem.ihu.gr/,Θεσσαλονίκη,"II,IV",119,12585,1.00,10.50,,
1625,"Μηχανικών Πληροφορικής & Ηλεκτρονικών Συστημάτων, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Θεσσαλονίκη,"II,IV",170,14740,1.20,12.60,,
1626,"Εσωτερικής Αρχιτεκτονικής, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Σέρρες,"II,IV",94,13545,0.80,09.09,,
1627,"Δημιουργικού Σχεδιασμού & Ένδυσης, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Κιλκίς,"I,II,IV",120,8650,0.80,08.40,,
1630,"Πληροφορικής, ΔΠΘ",http://www.teikav.edu.gr/,Καβάλα,"II,IV",192,12880,1.10,11.55,,
1654,"Λογιστικής & Χρηματοοικονομικής, ΕΛ.ΜΕ.ΠΑ.",https://www.teicrete.gr/,Ηράκλειο,IV,160,8780,0.90,09.45,,
1655,"Διοίκησης Επιχειρήσεων & Τουρισμού, ΕΛ.ΜΕ.ΠΑ.",https://www.teicrete.gr/,Ηράκλειο,IV,160,10088,1.00,10.50,,
1656,"Διοικητικής Επιστήμης & Τεχνολογίας, ΕΛ.ΜΕ.ΠΑ.",http://www.teicrete.gr/,Αγ. Νικόλαος,"II,IV",104,8875,0.80,08.40,,
1662,"Ηλεκτρονικών Μηχανικών, ΕΛ.ΜΕ.ΠΑ.",https://www.teicrete.gr/,Χανιά,"II,IV",160,10071,0.80,08.40,,
1664,"Μουσικής Τεχνολογίας & Ακουστικής, ΕΛ.ΜΕ.ΠΑ.",https://www.teicrete.gr/,Ρέθυμνο,"II,IV",80,8400,0.80,08.40,,
1669,"Ανθρωπιστικών Σπουδών, ΔΠΘ",http://www.duth.gr/,Κομοτηνή,"I,IV",310,8650,0.80,08.40,,
